"STREAM_ID","n.trend","n.ltgme","n.gm","ANALYSE"
1227,0,0,0,"N"
1228,0,0,0,"N"
1229,0,0,0,"N"
1230,0,0,0,"N"
1231,5,5,5,"Y"
1232,0,0,0,"N"
1233,0,0,0,"N"
1234,3,0,2,"Y"
1235,3,0,1,"Y"
1236,0,0,0,"N"
1237,1,0,1,"Y"
1238,0,0,0,"N"
1241,0,0,0,"N"
1242,4,4,4,"Y"
1243,0,0,0,"N"
1245,0,0,0,"N"
1246,0,0,0,"N"
1247,0,0,0,"N"
1248,0,0,0,"N"
1249,0,0,0,"N"
1250,0,0,0,"N"
1251,0,0,0,"N"
1252,6,5,5,"Y"
1253,0,0,0,"N"
1254,0,0,0,"N"
1255,0,0,0,"N"
1256,0,0,0,"N"
1257,0,0,0,"N"
1258,0,0,0,"N"
1259,0,0,0,"N"
1260,0,0,0,"N"
1261,0,0,0,"N"
1263,0,0,0,"N"
1264,0,0,0,"N"
1266,0,0,0,"N"
1267,1,2,1,"Y"
1269,1,2,1,"Y"
1270,4,5,4,"Y"
1271,0,0,0,"N"
1272,0,0,0,"N"
1273,1,1,1,"Y"
1274,0,0,0,"N"
1275,0,0,0,"N"
1276,0,0,0,"N"
1277,0,0,0,"N"
1278,0,0,0,"N"
1279,0,3,3,"Y"
1280,0,0,0,"N"
1281,0,0,0,"N"
1282,0,0,0,"N"
1283,0,0,0,"N"
1284,0,0,0,"N"
1285,0,0,0,"N"
1286,0,0,0,"N"
1287,0,0,0,"N"
1288,6,5,5,"Y"
1289,0,0,0,"N"
1290,0,0,0,"N"
1291,0,0,0,"N"
1292,0,2,1,"Y"
1293,0,0,0,"N"
1294,0,0,0,"N"
1295,0,0,0,"N"
1296,0,0,0,"N"
1297,0,0,0,"N"
1298,0,0,0,"N"
1299,0,2,0,"Y"
1300,0,0,0,"N"
1301,0,0,0,"N"
1302,0,0,0,"N"
1303,0,1,0,"Y"
1305,2,2,2,"Y"
1306,0,0,0,"N"
1307,0,0,0,"N"
1308,0,0,0,"N"
1309,0,0,0,"N"
1310,0,0,0,"N"
1311,0,0,0,"N"
1312,0,0,0,"N"
1314,0,0,0,"N"
1315,0,0,0,"N"
1316,0,3,0,"Y"
1317,4,4,4,"Y"
1318,3,2,2,"Y"
1319,0,0,0,"N"
1320,0,1,0,"Y"
1321,0,0,0,"N"
1322,0,1,0,"Y"
1323,0,1,0,"Y"
1324,0,0,0,"N"
1325,0,2,0,"Y"
1326,0,0,0,"N"
1327,6,4,0,"Y"
1328,4,0,0,"Y"
1329,5,4,4,"Y"
1330,0,0,0,"N"
1332,0,0,0,"N"
1333,0,0,0,"N"
1335,5,5,5,"Y"
1336,0,0,0,"N"
1338,0,0,0,"N"
1339,0,0,0,"N"
1340,0,0,0,"N"
1341,5,6,5,"Y"
1342,0,0,0,"N"
1343,0,0,0,"N"
1344,0,0,0,"N"
1345,0,0,0,"N"
1346,0,0,0,"N"
1347,0,0,0,"N"
1348,0,0,0,"N"
1349,0,0,0,"N"
1350,0,0,0,"N"
1351,0,0,0,"N"
1352,0,0,0,"N"
1353,0,0,0,"N"
1354,0,0,0,"N"
1355,0,0,0,"N"
1356,4,5,4,"Y"
1357,0,0,0,"N"
1358,1,4,1,"Y"
1361,0,0,0,"N"
1362,0,1,0,"Y"
1363,0,0,0,"N"
1364,0,0,0,"N"
1365,0,0,0,"N"
1366,0,0,0,"N"
1367,0,5,0,"Y"
1369,5,6,4,"Y"
1370,0,5,0,"Y"
1371,0,0,0,"N"
1372,0,0,0,"N"
1373,0,0,0,"N"
1374,0,0,0,"N"
1375,5,6,5,"Y"
1376,0,0,0,"N"
1377,5,6,4,"Y"
1378,0,0,0,"N"
1379,0,0,0,"N"
1380,0,0,0,"N"
1381,0,0,0,"N"
1382,0,0,0,"N"
1384,0,0,0,"N"
1385,0,0,0,"N"
1386,0,0,0,"N"
1387,0,0,0,"N"
1388,0,0,0,"N"
1389,0,0,0,"N"
1390,0,0,0,"N"
1391,0,0,0,"N"
1392,0,0,0,"N"
1393,0,0,0,"N"
1394,2,3,2,"Y"
1395,0,0,0,"N"
1396,0,0,0,"N"
1397,4,6,4,"Y"
1398,0,0,0,"N"
1399,0,0,0,"N"
1400,2,4,1,"Y"
1401,2,2,1,"Y"
1402,0,0,0,"N"
1403,0,0,0,"N"
1404,0,0,0,"N"
1405,0,0,0,"N"
1406,0,0,0,"N"
1407,0,0,0,"N"
1408,0,0,0,"N"
1409,0,0,0,"N"
1410,0,0,0,"N"
1411,0,0,0,"N"
1412,4,5,5,"Y"
1413,4,5,4,"Y"
1414,5,6,4,"Y"
1415,0,0,0,"N"
1416,0,0,0,"N"
1417,3,3,2,"Y"
1418,3,3,3,"Y"
1419,0,2,0,"Y"
1420,0,0,0,"N"
1421,0,2,0,"Y"
1422,0,2,0,"Y"
1423,0,0,0,"N"
1424,0,0,0,"N"
1425,0,1,0,"Y"
1426,3,4,2,"Y"
1427,0,0,0,"N"
1428,0,3,1,"Y"
1429,0,0,0,"N"
1430,0,0,0,"N"
1431,0,0,0,"N"
1432,0,0,0,"N"
1433,0,0,0,"N"
1434,0,0,0,"N"
1435,0,0,0,"N"
1436,0,0,0,"N"
1437,0,0,0,"N"
1438,0,0,0,"N"
1439,0,0,0,"N"
1440,0,0,0,"N"
1441,0,0,0,"N"
1442,0,0,0,"N"
1443,0,0,0,"N"
1444,0,0,0,"N"
1445,0,0,0,"N"
1446,0,0,0,"N"
1447,0,0,0,"N"
1448,0,0,0,"N"
1449,0,0,0,"N"
1450,3,3,2,"Y"
1451,2,2,0,"Y"
1452,0,0,0,"N"
1453,0,0,0,"N"
1454,0,0,0,"N"
1455,2,5,3,"Y"
1456,0,0,0,"N"
1457,0,0,0,"N"
1458,0,0,0,"N"
1459,0,0,0,"N"
1460,0,0,0,"N"
1461,0,0,0,"N"
1462,0,0,0,"N"
1463,0,0,0,"N"
1464,0,0,0,"N"
1465,0,0,0,"N"
1466,0,0,0,"N"
1467,0,0,0,"N"
1468,0,0,0,"N"
1469,0,0,0,"N"
1470,0,0,0,"N"
1471,0,0,0,"N"
1472,0,0,0,"N"
1473,0,0,0,"N"
1474,0,0,0,"N"
1475,0,0,0,"N"
1476,0,0,0,"N"
1477,0,0,0,"N"
1478,0,0,0,"N"
1479,0,0,0,"N"
1480,0,0,0,"N"
1481,0,0,0,"N"
1482,0,0,0,"N"
1483,0,0,0,"N"
1484,0,0,0,"N"
1485,0,0,0,"N"
1486,0,0,0,"N"
1487,0,0,0,"N"
1488,0,0,0,"N"
1489,0,0,0,"N"
1490,0,0,0,"N"
1491,0,0,0,"N"
1492,0,0,0,"N"
1495,0,0,0,"N"
1496,0,0,0,"N"
1497,3,3,3,"Y"
1498,0,0,0,"N"
1499,0,0,0,"N"
1500,0,0,0,"N"
1501,0,0,0,"N"
1502,0,0,0,"N"
1503,0,0,0,"N"
1504,0,0,0,"N"
1505,0,0,0,"N"
1507,0,0,0,"N"
1508,0,0,0,"N"
1509,0,0,0,"N"
1510,0,0,0,"N"
1511,1,1,1,"Y"
1512,1,1,1,"Y"
1513,0,0,0,"N"
1514,2,2,2,"Y"
1515,0,0,0,"N"
1516,0,0,0,"N"
1517,2,2,2,"Y"
1518,0,0,0,"N"
1519,0,1,0,"Y"
1520,0,0,0,"N"
1521,0,0,0,"N"
1522,0,0,0,"N"
1523,1,1,1,"Y"
1524,1,2,1,"Y"
1525,1,1,1,"Y"
1526,1,2,1,"Y"
1527,1,2,2,"Y"
1528,0,0,0,"N"
1529,0,0,0,"N"
1530,0,0,0,"N"
1531,0,0,0,"N"
1532,0,0,0,"N"
1533,0,0,0,"N"
1534,0,1,1,"Y"
1535,0,0,0,"N"
1536,1,1,1,"Y"
1537,0,0,0,"N"
1538,0,0,0,"N"
1539,0,0,0,"N"
1540,0,0,0,"N"
1541,0,0,0,"N"
1542,0,1,0,"Y"
1543,0,0,0,"N"
1544,0,0,0,"N"
1545,0,0,0,"N"
1546,0,0,0,"N"
1547,0,0,0,"N"
1548,1,1,1,"Y"
1549,0,0,0,"N"
1550,0,0,0,"N"
1551,0,0,0,"N"
1552,0,0,0,"N"
1553,0,0,0,"N"
1554,0,0,0,"N"
1555,0,0,0,"N"
1556,0,0,0,"N"
1557,0,0,0,"N"
1558,0,0,0,"N"
1559,1,1,1,"Y"
1560,0,1,0,"Y"
1562,0,0,0,"N"
1563,1,1,1,"Y"
1565,0,0,0,"N"
1566,1,1,1,"Y"
1567,2,3,2,"Y"
1568,1,1,1,"Y"
1569,0,0,0,"N"
1570,1,1,1,"Y"
1571,2,2,2,"Y"
1574,0,0,0,"N"
1575,0,0,0,"N"
1576,0,0,0,"N"
1577,0,0,0,"N"
1578,0,0,0,"N"
1579,2,2,2,"Y"
1580,0,0,0,"N"
1581,0,0,0,"N"
1583,0,0,0,"N"
1584,4,4,4,"Y"
1585,0,0,0,"N"
1586,3,3,3,"Y"
1587,0,0,0,"N"
1588,3,3,3,"Y"
1589,1,1,1,"Y"
1590,0,0,0,"N"
1591,2,2,2,"Y"
1592,1,3,2,"Y"
1593,1,2,2,"Y"
1594,0,0,0,"N"
1595,2,3,3,"Y"
1596,2,3,3,"Y"
1597,3,4,3,"Y"
1598,3,3,3,"Y"
1599,2,3,3,"Y"
1600,1,1,1,"Y"
1601,1,1,1,"Y"
1602,3,3,3,"Y"
1603,0,0,0,"N"
1604,1,1,1,"Y"
1605,2,2,2,"Y"
1606,0,1,0,"Y"
1607,1,1,1,"Y"
1608,0,0,0,"N"
1609,2,2,1,"Y"
1610,1,2,1,"Y"
1611,0,0,0,"N"
1612,2,2,2,"Y"
1613,2,3,3,"Y"
1614,2,3,2,"Y"
1615,0,0,0,"N"
1616,0,0,0,"N"
1617,0,0,0,"N"
1618,0,0,0,"N"
1619,0,0,0,"N"
1620,0,0,0,"N"
1621,0,0,0,"N"
1622,0,0,0,"N"
1623,0,0,0,"N"
1624,2,3,2,"Y"
1625,2,2,1,"Y"
1626,3,3,3,"Y"
1627,1,3,2,"Y"
1628,0,0,0,"N"
1629,0,0,0,"N"
1630,0,0,0,"N"
1631,1,2,1,"Y"
1632,0,0,0,"N"
1633,0,0,0,"N"
1634,0,0,0,"N"
1635,0,0,0,"N"
1636,0,0,0,"N"
1637,0,0,0,"N"
1638,0,0,0,"N"
1639,0,0,0,"N"
1640,0,0,0,"N"
1641,0,0,0,"N"
1642,2,2,1,"Y"
1643,0,0,0,"N"
1644,0,0,0,"N"
1645,0,0,0,"N"
1646,0,0,0,"N"
1647,0,0,0,"N"
1648,1,1,0,"Y"
1649,1,0,1,"Y"
1650,1,2,2,"Y"
1651,1,2,2,"Y"
1652,1,1,1,"Y"
1653,1,1,1,"Y"
1654,0,3,2,"Y"
1655,0,0,0,"N"
1656,1,3,2,"Y"
1657,0,0,0,"N"
1658,0,1,1,"Y"
1659,0,0,0,"N"
1660,0,1,0,"Y"
1661,0,0,0,"N"
1662,0,0,0,"N"
1663,1,1,1,"Y"
1664,0,0,0,"N"
1665,1,1,1,"Y"
1666,2,3,2,"Y"
1667,2,2,2,"Y"
1668,1,1,1,"Y"
1669,1,1,1,"Y"
1670,2,3,2,"Y"
1671,2,3,3,"Y"
1672,0,2,2,"Y"
1673,0,2,0,"Y"
1674,0,0,0,"N"
1675,0,1,1,"Y"
1676,0,0,0,"N"
1677,1,1,1,"Y"
1678,2,3,3,"Y"
1679,0,0,0,"N"
1680,0,0,0,"N"
1681,0,0,0,"N"
1683,3,3,3,"Y"
1684,0,0,0,"N"
1685,0,0,0,"N"
1686,0,0,0,"N"
1687,0,0,0,"N"
1688,0,0,0,"N"
1689,0,0,0,"N"
1690,0,0,0,"N"
1691,0,0,0,"N"
1692,0,0,0,"N"
1693,0,0,0,"N"
1694,0,0,0,"N"
1695,0,0,0,"N"
1696,0,0,0,"N"
1697,0,0,0,"N"
1698,0,0,0,"N"
1699,1,1,1,"Y"
1700,0,0,0,"N"
1701,0,0,0,"N"
1703,0,1,0,"Y"
1704,1,1,1,"Y"
1705,1,1,1,"Y"
1706,1,1,1,"Y"
1707,1,1,1,"Y"
1708,1,1,1,"Y"
1709,1,1,1,"Y"
1710,1,1,1,"Y"
1711,0,0,0,"N"
1712,0,0,0,"N"
1713,1,1,1,"Y"
1714,0,0,0,"N"
1715,0,0,0,"N"
1716,0,0,0,"N"
1717,0,0,0,"N"
1718,0,0,0,"N"
1719,0,0,0,"N"
1720,0,0,0,"N"
1721,0,0,0,"N"
1722,0,0,0,"N"
1723,0,0,0,"N"
1724,0,0,0,"N"
1725,0,0,0,"N"
1726,0,0,0,"N"
1729,0,0,0,"N"
1730,0,0,0,"N"
1731,0,0,0,"N"
1732,0,1,0,"Y"
1733,0,1,0,"Y"
1734,1,1,1,"Y"
1735,0,0,0,"N"
1736,0,0,0,"N"
1737,2,2,2,"Y"
1738,0,2,1,"Y"
1739,2,2,2,"Y"
1740,0,0,0,"N"
1741,0,1,0,"Y"
1742,0,0,0,"N"
1743,0,0,0,"N"
1744,2,2,2,"Y"
1746,0,0,0,"N"
1748,1,3,1,"Y"
1749,0,0,0,"N"
1750,0,3,0,"Y"
1751,1,2,1,"Y"
1752,0,1,0,"Y"
1753,2,1,1,"Y"
1754,2,3,2,"Y"
1755,0,1,0,"Y"
1756,1,3,1,"Y"
1757,0,0,0,"N"
1758,2,3,2,"Y"
1759,0,0,0,"N"
1760,3,3,3,"Y"
1761,0,3,0,"Y"
1762,1,3,1,"Y"
1763,0,0,0,"N"
1764,1,2,1,"Y"
1766,0,0,0,"N"
1767,1,0,0,"Y"
1768,0,2,0,"Y"
1769,0,1,0,"Y"
1770,0,0,0,"N"
1771,1,2,1,"Y"
1772,1,2,1,"Y"
1773,0,0,0,"N"
1774,0,0,0,"N"
1775,0,0,0,"N"
1776,0,2,0,"Y"
1778,0,0,0,"N"
1780,0,0,0,"N"
1781,0,0,0,"N"
1782,0,0,0,"N"
1783,0,0,0,"N"
1784,0,0,0,"N"
1785,0,0,0,"N"
1786,0,0,0,"N"
1787,0,0,0,"N"
1788,0,0,0,"N"
1789,0,0,0,"N"
1791,0,0,0,"N"
1792,0,0,0,"N"
1793,1,1,0,"Y"
1794,2,3,2,"Y"
1795,1,3,2,"Y"
1796,1,3,1,"Y"
1797,0,1,1,"Y"
1798,0,0,0,"N"
1799,0,0,0,"N"
1800,1,1,0,"Y"
1801,0,0,0,"N"
1802,0,0,0,"N"
1803,0,3,1,"Y"
1804,0,0,0,"N"
1805,0,0,0,"N"
1806,0,0,0,"N"
1807,3,3,3,"Y"
1808,0,0,0,"N"
1809,1,1,1,"Y"
1810,0,0,0,"N"
1811,0,0,0,"N"
1812,0,0,0,"N"
1813,4,4,3,"Y"
1814,0,0,0,"N"
1815,0,0,0,"N"
1816,2,3,2,"Y"
1817,0,3,0,"Y"
1820,2,4,1,"Y"
1821,0,0,0,"N"
1822,0,0,0,"N"
1823,0,0,0,"N"
1824,0,0,0,"N"
1825,0,1,0,"Y"
1826,0,0,0,"N"
1827,0,0,0,"N"
1828,0,0,0,"N"
1829,1,2,1,"Y"
1830,0,0,0,"N"
1831,0,0,0,"N"
1832,0,0,0,"N"
1833,2,3,2,"Y"
1834,1,3,1,"Y"
1835,0,0,0,"N"
1836,0,1,0,"Y"
1837,2,3,2,"Y"
1838,2,2,2,"Y"
1839,2,3,2,"Y"
1840,0,3,0,"Y"
1841,0,0,0,"N"
1842,0,0,0,"N"
1843,2,3,2,"Y"
1844,0,0,0,"N"
1845,0,0,0,"N"
1846,0,0,0,"N"
1847,0,0,0,"N"
1848,0,0,0,"N"
1849,0,0,0,"N"
1850,2,3,2,"Y"
1851,0,0,0,"N"
1852,2,3,2,"Y"
1853,0,0,0,"N"
1854,2,3,2,"Y"
1855,0,0,0,"N"
1856,0,0,0,"N"
1857,0,0,0,"N"
1858,0,0,0,"N"
1859,0,0,0,"N"
1860,0,0,0,"N"
1861,0,0,0,"N"
1862,0,0,0,"N"
1863,0,0,0,"N"
1864,0,0,0,"N"
1865,0,0,0,"N"
1866,0,0,0,"N"
1867,0,0,0,"N"
1868,0,0,0,"N"
1869,2,3,2,"Y"
1870,5,4,4,"Y"
1871,4,4,3,"Y"
1872,4,0,1,"Y"
1873,0,0,0,"N"
1874,0,0,0,"N"
1875,0,0,0,"N"
1876,0,0,0,"N"
1877,0,0,0,"N"
1878,0,0,0,"N"
1879,0,0,0,"N"
1880,0,0,0,"N"
1881,0,0,0,"N"
1882,0,0,0,"N"
1883,2,3,2,"Y"
1884,0,0,0,"N"
1885,0,0,0,"N"
1886,0,0,0,"N"
1887,0,0,0,"N"
1888,0,0,0,"N"
1889,0,1,0,"Y"
1890,0,1,0,"Y"
1891,0,0,0,"N"
1892,0,0,0,"N"
1893,0,0,0,"N"
1894,0,0,0,"N"
1895,0,0,0,"N"
1897,2,3,2,"Y"
1898,0,0,0,"N"
1899,0,0,0,"N"
1900,0,0,0,"N"
1901,2,2,2,"Y"
1902,2,2,2,"Y"
1903,3,3,3,"Y"
1904,2,0,0,"Y"
1905,4,4,4,"Y"
1906,5,5,5,"Y"
1907,3,3,3,"Y"
1908,0,1,0,"Y"
1909,2,3,2,"Y"
1910,3,3,3,"Y"
1911,0,0,0,"N"
1912,0,0,0,"N"
1913,0,2,0,"Y"
1914,2,3,2,"Y"
1915,0,0,0,"N"
1916,1,3,1,"Y"
1917,0,0,0,"N"
1918,0,0,0,"N"
1919,0,0,0,"N"
1920,0,0,0,"N"
1921,0,0,0,"N"
1922,0,0,0,"N"
1923,0,1,0,"Y"
1924,0,1,0,"Y"
1925,0,0,0,"N"
1926,0,0,0,"N"
1927,1,2,1,"Y"
1928,1,3,1,"Y"
1929,0,1,0,"Y"
1930,0,0,0,"N"
1931,2,2,2,"Y"
1932,1,2,1,"Y"
1933,0,0,0,"N"
1934,0,0,0,"N"
1935,0,0,0,"N"
1936,1,2,1,"Y"
1937,0,0,0,"N"
1938,0,1,0,"Y"
1940,0,0,0,"N"
1941,0,0,0,"N"
1942,0,0,0,"N"
1943,0,0,0,"N"
1944,0,0,0,"N"
1945,0,0,0,"N"
1946,0,0,0,"N"
1947,0,0,0,"N"
1948,1,1,1,"Y"
1949,0,0,0,"N"
1950,0,0,0,"N"
1951,0,2,0,"Y"
1952,0,0,0,"N"
1953,0,0,0,"N"
1954,1,2,1,"Y"
1955,0,0,0,"N"
1956,0,0,0,"N"
1957,0,0,0,"N"
1958,0,2,0,"Y"
1959,0,1,0,"Y"
1960,0,0,0,"N"
1961,0,2,0,"Y"
1962,0,0,0,"N"
1963,0,0,0,"N"
1964,0,0,0,"N"
1965,0,0,0,"N"
1966,0,0,0,"N"
1967,0,0,0,"N"
1991,0,0,0,"N"
1992,0,0,0,"N"
1996,1,0,0,"Y"
1997,2,0,0,"Y"
2000,1,0,0,"Y"
2006,0,0,0,"N"
2007,0,0,0,"N"
2009,0,0,0,"N"
2024,0,0,0,"N"
2030,0,0,0,"N"
2034,1,0,1,"Y"
2037,0,0,0,"N"
2041,0,0,0,"N"
2043,1,0,1,"Y"
2055,0,0,0,"N"
2057,0,0,0,"N"
2073,0,0,0,"N"
2074,0,0,0,"N"
2076,0,0,0,"N"
2077,0,0,0,"N"
2078,0,0,0,"N"
2090,2,0,0,"Y"
2092,2,0,0,"Y"
2093,2,0,0,"Y"
2095,1,0,0,"Y"
2096,0,0,0,"N"
2100,0,0,0,"N"
2103,0,0,0,"N"
2105,0,0,0,"N"
2106,0,0,0,"N"
2107,0,0,0,"N"
2108,1,1,1,"Y"
2109,0,0,0,"N"
2110,0,0,0,"N"
2111,0,0,0,"N"
2114,0,0,0,"N"
2115,0,0,0,"N"
2118,1,1,1,"Y"
2119,1,1,1,"Y"
2138,2,2,2,"Y"
2145,0,0,0,"N"
2148,2,2,2,"Y"
2155,0,0,0,"N"
2178,0,0,0,"N"
2186,1,1,1,"Y"
2192,0,0,0,"N"
2193,2,2,2,"Y"
2196,1,1,1,"Y"
2199,1,1,1,"Y"
2200,0,1,0,"Y"
2201,1,1,1,"Y"
2203,1,1,1,"Y"
2208,0,0,0,"N"
2211,1,1,1,"Y"
2212,0,0,0,"N"
2216,0,0,0,"N"
2221,0,0,0,"N"
2222,1,1,1,"Y"
2224,0,0,0,"N"
2225,0,0,0,"N"
2228,0,0,0,"N"
2233,0,0,0,"N"
2236,0,0,0,"N"
2239,0,0,0,"N"
2240,0,0,0,"N"
2241,2,0,0,"Y"
2242,2,0,0,"Y"
2243,1,0,0,"Y"
2244,2,0,0,"Y"
2245,2,0,0,"Y"
2246,2,0,0,"Y"
2250,0,0,0,"N"
2273,1,0,0,"Y"
2277,0,0,0,"N"
2289,0,0,0,"N"
2291,0,0,0,"N"
2292,0,0,0,"N"
2293,0,0,0,"N"
2294,0,0,0,"N"
2298,0,0,0,"N"
2302,0,0,0,"N"
2303,0,0,0,"N"
2304,0,0,0,"N"
2306,0,0,0,"N"
2307,1,0,0,"Y"
2308,1,0,0,"Y"
2309,1,0,0,"Y"
2311,0,0,0,"N"
2312,2,0,0,"Y"
2313,0,0,0,"N"
2324,0,0,0,"N"
2325,0,0,0,"N"
2332,3,3,3,"Y"
2333,0,0,0,"N"
2334,0,0,0,"N"
2335,0,0,0,"N"
2338,1,1,1,"Y"
2339,0,0,0,"N"
2340,1,0,0,"Y"
2341,0,0,0,"N"
2342,1,0,0,"Y"
2343,0,0,0,"N"
2344,0,0,0,"N"
2345,0,0,0,"N"
2346,0,0,0,"N"
2347,0,0,0,"N"
2348,0,0,0,"N"
2349,0,0,0,"N"
2350,0,0,0,"N"
2351,0,0,0,"N"
2352,0,0,0,"N"
2353,0,0,0,"N"
2354,0,0,0,"N"
2355,0,0,0,"N"
2356,0,0,0,"N"
2357,0,0,0,"N"
2366,0,0,0,"N"
2369,0,0,0,"N"
2370,0,0,0,"N"
2371,1,0,0,"Y"
2373,3,0,1,"Y"
2376,1,0,0,"Y"
2379,1,0,0,"Y"
2380,0,0,0,"N"
2381,0,0,0,"N"
2386,0,0,0,"N"
2387,0,0,0,"N"
2388,3,0,1,"Y"
2389,1,0,0,"Y"
2391,1,0,0,"Y"
2392,3,0,1,"Y"
2393,1,0,1,"Y"
2394,3,0,1,"Y"
2395,2,1,1,"Y"
2397,0,0,0,"N"
2400,1,0,1,"Y"
2401,3,1,1,"Y"
2403,0,0,0,"N"
2404,1,0,1,"Y"
2406,0,0,0,"N"
2407,0,0,0,"N"
2408,0,0,0,"N"
2409,1,0,1,"Y"
2410,1,0,1,"Y"
2411,1,0,1,"Y"
2412,1,0,1,"Y"
2413,0,0,0,"N"
2414,1,0,1,"Y"
2415,0,0,0,"N"
2416,0,0,0,"N"
2417,0,0,0,"N"
2418,1,0,1,"Y"
2419,0,0,0,"N"
2420,0,0,0,"N"
2421,0,0,0,"N"
2422,1,1,1,"Y"
2423,1,1,1,"Y"
2424,1,0,0,"Y"
2426,1,0,1,"Y"
2428,1,0,0,"Y"
2429,0,0,0,"N"
2430,0,0,0,"N"
2431,0,0,0,"N"
2432,1,0,0,"Y"
2433,0,0,0,"N"
2434,1,0,0,"Y"
2435,0,0,0,"N"
2436,1,1,1,"Y"
2437,0,0,0,"N"
2438,0,0,0,"N"
2439,0,0,0,"N"
2440,1,1,1,"Y"
2441,1,1,1,"Y"
2442,1,1,1,"Y"
2443,0,0,0,"N"
2445,0,0,0,"N"
2446,1,1,1,"Y"
2447,0,0,0,"N"
2448,0,1,0,"Y"
2449,0,0,0,"N"
2450,1,1,1,"Y"
2451,0,0,0,"N"
2453,0,0,0,"N"
2455,1,0,0,"Y"
2456,1,0,0,"Y"
2460,0,0,0,"N"
2462,1,0,1,"Y"
2463,1,1,1,"Y"
2466,2,0,0,"Y"
2468,1,0,0,"Y"
2469,1,0,0,"Y"
2470,3,0,0,"Y"
2471,0,0,0,"N"
2472,0,0,0,"N"
2473,0,0,0,"N"
2474,0,0,0,"N"
2475,0,0,0,"N"
2476,1,1,0,"Y"
2477,1,1,1,"Y"
2481,0,0,0,"N"
2484,0,0,0,"N"
2485,0,0,0,"N"
2486,0,0,0,"N"
2487,0,0,0,"N"
2488,0,0,0,"N"
2489,0,0,0,"N"
2490,1,1,1,"Y"
2491,0,0,0,"N"
2492,0,0,0,"N"
2493,0,0,0,"N"
2494,0,0,0,"N"
2495,0,0,0,"N"
2496,0,0,0,"N"
2497,0,0,0,"N"
2498,0,0,0,"N"
2499,0,0,0,"N"
2500,0,0,0,"N"
2501,0,0,0,"N"
2503,0,0,0,"N"
2504,0,0,0,"N"
2505,0,0,0,"N"
2506,0,0,0,"N"
2508,0,0,0,"N"
2509,0,0,0,"N"
2510,0,0,0,"N"
2514,0,0,0,"N"
2515,0,0,0,"N"
2516,0,0,0,"N"
2517,0,0,0,"N"
2518,0,0,0,"N"
2519,0,0,0,"N"
2520,0,0,0,"N"
2521,0,0,0,"N"
2522,0,0,0,"N"
2525,0,0,0,"N"
2528,0,0,0,"N"
2529,0,0,0,"N"
2530,0,0,0,"N"
2531,0,0,0,"N"
2532,0,0,0,"N"
2533,0,0,0,"N"
2534,0,0,0,"N"
2536,0,0,0,"N"
2537,0,0,0,"N"
2538,0,0,0,"N"
2539,0,0,0,"N"
2540,0,0,0,"N"
2542,0,0,0,"N"
2543,0,0,0,"N"
2544,0,0,0,"N"
2545,0,0,0,"N"
2546,0,0,0,"N"
2547,0,0,0,"N"
2548,0,0,0,"N"
2549,0,0,0,"N"
2550,0,0,0,"N"
2551,0,0,0,"N"
2552,0,0,0,"N"
2553,0,0,0,"N"
2554,0,0,0,"N"
2555,0,0,0,"N"
2556,0,0,0,"N"
2557,0,0,0,"N"
2558,0,0,0,"N"
2559,0,0,0,"N"
2560,0,0,0,"N"
2561,0,0,0,"N"
2562,0,0,0,"N"
2563,0,0,0,"N"
2564,0,0,0,"N"
2565,0,0,0,"N"
2566,0,0,0,"N"
2567,0,0,0,"N"
2568,0,0,0,"N"
2569,0,0,0,"N"
2570,1,1,1,"Y"
2571,0,0,0,"N"
2572,0,0,0,"N"
2573,0,0,0,"N"
2575,0,0,0,"N"
2577,0,0,0,"N"
2599,0,0,0,"N"
2600,0,0,0,"N"
2601,0,0,0,"N"
2602,0,0,0,"N"
2603,0,0,0,"N"
2604,0,0,0,"N"
2605,0,0,0,"N"
2606,0,0,0,"N"
2608,0,0,0,"N"
2610,0,0,0,"N"
2612,0,0,0,"N"
2614,0,0,0,"N"
2615,2,0,0,"Y"
2616,2,0,0,"Y"
2617,0,0,0,"N"
2619,0,0,0,"N"
2620,0,0,0,"N"
2621,0,0,0,"N"
2622,0,0,0,"N"
2623,0,0,0,"N"
2624,0,0,0,"N"
2625,0,0,0,"N"
2626,0,0,0,"N"
2627,0,0,0,"N"
2635,0,0,0,"N"
2636,0,0,0,"N"
2637,0,0,0,"N"
2638,1,0,0,"Y"
2639,0,0,0,"N"
2640,0,0,0,"N"
2651,0,0,0,"N"
2652,0,0,0,"N"
2653,0,0,0,"N"
2655,1,0,0,"Y"
2657,0,0,0,"N"
2659,0,0,0,"N"
2661,0,0,0,"N"
2662,1,0,0,"Y"
2676,0,0,0,"N"
2677,1,0,0,"Y"
2678,1,0,0,"Y"
2680,0,0,0,"N"
2682,1,0,0,"Y"
2683,2,0,0,"Y"
2686,0,0,0,"N"
2687,0,0,0,"N"
2688,0,0,0,"N"
2689,2,0,0,"Y"
2690,1,0,0,"Y"
2691,0,0,0,"N"
2692,1,0,0,"Y"
2693,2,0,0,"Y"
2706,0,0,0,"N"
2708,0,0,0,"N"
2711,0,0,0,"N"
2713,0,0,0,"N"
2716,0,0,0,"N"
2736,0,0,0,"N"
2737,0,0,0,"N"
2738,0,0,0,"N"
2740,0,0,0,"N"
2741,0,0,0,"N"
2743,0,0,0,"N"
2744,1,0,0,"Y"
